id,Word,meaning
17689,منقطع شدن ,"  گسستن، قطع شدن، گسسته شدن ، از بین‌رفتن، پایان یافتن ، جدا شدن، دور شدن "
17690,منقطع کردن ,"گسستن، بریدن، قطع کردن "
17691,منقل ," آتشدان، مجمر، ناردان"
17692,منقلب ,"  انگیخته، دگرگون، شوریده، متحول ، واژگون، برگشته ، ناراحت، مضطرب، پریشان، آشفته "
17693,منقلب شدن ,"   دگرگون شدن، متحول شدن، حالی‌به‌حالی شدن ، واژگون شدن ، ناراحت گشتن، آشفته شدن، پریشان شدن، مضطرب شدن "
17694,منقلب کردن ,"  دگرگون کردن، متحول کردن، دگرگون ساختن، حالی‌به‌حالی کردن ، واژگون کردن ، ناراحت کردن، آشفته کردن، پریشان کردن، مضطرب کردن "
17695,منقوش ," منقش، نقش‌پذیر، نقش‌دار، نگاشته، نقش‌شده "
17696,منقوط ," نقطه‌دار، منقوطه ، مهمله"
17697,منقول ,"  جابه‌جاکردنی، انتقال‌پذیر، قابل‌حمل ، غیرمنقول ، بازگو، روایت، نقل ، نقل‌شده، روایت‌شده، مروی ، نقلی ، عقلی، معقول "
17698,منکرات ," زشتی‌ها، منهیات ، حسنات"
17699,منکر ," اثم، خطا، سیئه، گناه، معصیت، منهی ، معروف، زشت، ناپسند "
17700,منکر ," انکارکننده، تکذیب‌کننده، جاحد، ردکننده ، معتقد، مومن"
17701,منکر شدن ," انکار کردن، رد کردن، تکذیب کردن ، اقرار کردن، اعتراف کردن "
17702,منکسر ," شکسته، ناراست ، مستقیم"
17703,منکوب ,"  تارومار، تباه، سرکوب، قلع‌وقمع، کوبیده، مخذول، مضمحل، مغلوب ، نکبتی ، رنج‌رسیده، مصیبت‌دیده، مشقت‌دیده، سختی‌دیده "
17704,منکوب شدن ," تارومارشدن، سرکوب شدن، قلع‌وقمع شدن، مضمحل‌شدن، مغلوب شدن ، فتح کردن، چیره شدن، فاتح شدن "
17705,منکوب کردن ,"تارومار کردن، سرکوب کردن، قلع‌وقمع کردن، کوبیدن، مضمحل ساختن، مغلوب کردن ، منکوب شدن، تارومار شدن "
17706,منکوحه ," زن، زوجه، عیال، همسر ، مطلقه"
17707,منکوس ," واژگون، وارونه، سروته، معکوس، وارو "
17708,منکوکه ," آویزه، شرابه، طره "
17709,منگ ,"اسم  بی‌حواس، بی‌هوش، پخمه، پریشان، حواس‌پرت، خرفت، کم‌هوش، سرگشته، گیج ، قمار ، خمیازه، دهن‌دره"
17710,منگ شدن ,"  گیج‌شدن ، بی‌حواس شدن، کم‌حافظه شدن، حواس‌پرت شدن ، پخمه شدن، کم‌هوش شدن "
17711,منوال ,"  آیین، راه، روال، روش، روند، سیاق، شیوه، طرز، طریق، نهج، وجه ، نورد، دستگاه بافندگی، جولاهه "
17712,منورالفکر ,"روشنفکر، اندیشمند، فرهیخته ، تاریک‌اندیش، متحجر "
17713,منور ," درخشان، رخشنده، روشن، نورانی، نیر ، مکدر، بی‌نور "
17714,منوط ," بسته، مربوط، مشروط، موقوف، موکول، وابسته"
17715,منون , تنوین‌دار 
17716,منویات ," نیات، اهداف، نیت‌ها، مرادها، منوی‌ها ، اعمال "
17717,منوی ," قصد، مراد، نقشه، نیت، هدف"
17718,منها ,"  تفریق، کسر ، جمع ، به‌جز "
17719,منها کردن ,"  تفریق کردن ، جمع کردن ، کسر کردن، کاستن ، به حساب نیاوردن "
17720,منهج ," راه، طریق، منهاج، نهج "
17721,منهدم ,"  خراب، مخروب، ویران ، محو، نابود، نیست ، معمور"
17722,منهدم شدن ,"  خراب شدن، ویران گشتن ، نیست شدن، نابودشدن، از بین رفتن "
17723,منهدم کردن ,"  خراب کردن، ویران کردن، تخریب کردن ، نابود کردن، از بین بردن "
17724,منهزم ," تارومار، شکست‌خورده، گریزان، مغلوب، مقهور، منکوب"
17725,منهزم شدن ,"  شکست خوردن، مغلوب شدن، منکوب شدن، تارومار شدن ، گریزان شدن، فرار کردن "
17726,منهزم کردن ,"  شکست دادن، مغلوب کردن، درهم کوفتن، درهم‌شکستن ، منکوب کردن، تارومار کردن "
17727,منهل ," آبشخور، مشرب"
17728,منهیات ," کارهای بد، منکرات، ناشایست‌ها ، حسنات، معروفات"
17729,منهی ,"صفت جاسوس، خبرچین، کارآگاه، مفتش"
17730,منی ,"  اسپرم، نطفه ، آب‌نشاط ، تکبر، خودبینی، غرور ، انانیت، خودستایی، لاف، منیت ، منم‌منم زدن "
17731,منیت ," انانیت، خودبینی، خودخواهی، خودستایی، غرور، لاف"
17732,منیر ," تابناک، درخشان، منور، نورور، نیر  ، مستنیر ، کدر "
17733,منیع ," استوار، بلند، رفیع، شامخ، والا"
17734,منیع‌الطبع ," بلندهمت، کریم، بخشنده "
17735,منیف ,"  برآمده، برافراخته ، بلند، مرتفع ، دراز "
17736,موات ,"  بایر، بی‌کشت، لم‌یزرع ، بی‌جان، مرده"
17737,مواجب ," ادرار، حقوق، شهریه، مستمری، مشاهره، مقرری، وظیفه"
17738,مواجب‌بگیر ,"اسم  حقوق‌بگیر، مستمری‌بگیر ، کارمند ، مزدور "
17739,مواج ," پرموج، زخار، متموج، موجدار، موج‌زن ، آرام"
17740,مواجه ," برابر، روبرو، مصادف، مقابل"
17741,مواجه شدن ,"   روبرو شدن، مقابل گردیدن، رویارو شدن ، مواجهه کردن "
17742,مواجه کردن ,"روبه‌رو کردن، مقابل کردن، رویارو کردن، مواجهه دادن "
17743,مواجهه ," تلاقی، رویارویی"
17744,مواجید ," وجدها، حالات، کیفیات روحانی "
17745,مواخات ,"  اخوت، برابری، برادری، مواخات ، برادری کردن، دوستی کردن "
17746,مواد ,"    ماده‌ها ، مخدرها(هروئین‌و )"
17747,موارد ," موردها، حالات، اوضاع، مناسبت‌ها "
17748,مواریث ," میراث‌ها، ارث‌ها "
17749,موازات ,"  محاذات، مقابل ، تقاطع ، روبه‌رو شدن، مقابل شدن "
17750,موازنه ,"  تعادل، تعادل، توازن، همسنگی ، سنجش، مقایسه ، عدم‌توازن "
17751,موازی ,"  محاذی، هم‌راستا ، متقاطع ، برابر، معادل، مساوی "
17752,مواسات ,"  روبرو، مقابل ، حمایت، کمک، مدد، یاری، یاریگری ، یاری کردن "
17753,مواشی ," چهارپایان، دام‌ها، دواب، ستوران، ماشیه‌ها "
17754,مواصلت ,"  ازدواج، پیوستگی، پیوند، زناشویی، وصلت ، ازدواج کردن، زناشویی کردن، وصلت کردن "
17755,مواضع ,"  موضع‌ها، جایگاهها، مکانها ، موارد "
17756,مواضعه ,"  قرارداد، نهاد، وضع ، قرارومدار، تبانی ، سازواری، موافقت ، قرارگذاشتن، وضع کردن "
17757,مواضعه کردن ,"قراردادن، نهادن، وضع کردن"
17758,مواضیع ," موضوع‌ها، موضوعات "
17759,مواطات ,"  توافق، سازش، موافقت ، توافق کردن، به‌توافق رسیدن، موافقت کردن "
17760,مواطن ," موطن‌ها، وطن‌ها، میهن‌ها "
17761,مواظبت ,"  پاسداری، توجه، حراست، محارست، محافظت، مراعات، مراقبت، نگهبانی، نگهداری ، پاییدن، نگهبانی کردن، مراقبت کردن "
17762,مواظبت کردن ,"حراست کردن، مراقبت کردن، نگهبانی کردن، پاسداری کردن، پاییدن، حفاظت کردن "
17763,مواظب ," مترصد، متوجه، محافظ، مراقب، نگهبان "
17764,مواعظ ,"    پندها، اندرزها، نصایح ، وعظها، موعظه‌ها "
17765,مواعید ,"    میعادها ، وعده‌گاهها ، وعده‌ها، قول‌ها "
17766,موافقت ,"  ائتلاف، توافق، رضا، سازش، سازگاری، سازواری، مطابقت، وفاق، وفق، همراهی ، هم‌رای شدن، سازوارگشتن ، مخالفت"
17767,موافقت شدن ,"  تایید شدن، مورد تایید قرار گرفتن، قبول شدن ، تصویب شدن، مصوب شدن، به تصویب‌رسیدن "
17768,موافقت کردن ,"   پذیرفتن، رضا دادن، قبول کردن ، هم‌رای شدن، هم‌فکر شدن، همراه شدن، سازگار شدن، سازش کردن "
17769,موافقت‌نامه ,"سازش‌نامه، توافق‌نامه "
17770,موافق ,"قید  جور، سازگار، مساعد، هماهنگ ، دل‌پسند، مطلوب، مقبول، دل‌خواه ، مناسب، درخور، شایسته، متناسب ، نامناسب ، دمساز، متفق، متفق‌الرای، هم‌دل، هم‌رای، هم‌عقیده، همساز، هم‌فکر ، مخالف ، هم‌سو، یک‌جهت ، برابر، مطابق، معادل ، خلاف "
17771,مواقعه ,"  پیکار، جنگ، حرب، ستیز، غزوه، کارزار ، جنگ کردن، پیکار کردن ، آمیزش، جماع ، جماع کردن، مخالطت کردن، آمیزش کردن "
17772,مواقف ," موقف‌ها، ایستگاهها، مقام‌ها "
17773,مواقیت , میقات‌ها 
17774,موالات ,"    دوستی، پیوستگی، یاری ، یاری کردن "
17775,موالی ,"    آقایان، سروران، بزرگان، مولایان ، بندگان، تابعان ، یاران، دوستان، رفقا "
17776,موالید ," زادگان، فرزندان، نتایج، مولودها ، اموات"
17777,موانع ," عایق‌ها، مانع‌ها، جلوگیرها، سدها، عوایق، بازدارنده‌ها "
17778,مواهب ," بخشش‌ها، دهش‌ها، عطایا، موهبت‌ها ، مکاسب "
17779,موبایل , تلفن همراه 
17780,موبد ," روحانی، کاتوزی، موبد"
17781,مو برداشتن ,"  ترک‌خوردن، ترک برداشتن ، ایجاد شکستگی‌ظریف کردن "
17782,موبور ," بلوند ، موسیاه، گندمگون "
17783,موبه‌مو ,"  دقیق، ذره‌ذره "
17784,موت ," اجل، درگذشت، رحلت، فنا، فوت، مردن، مرگ، ممات، میر، وفات، هلاک، هلاکت ، حیات"
17785,مو ," تاک، رز، درخت انگور "
17786,موتوربان ," راننده، شوفر"
17787,موتور ,"  خودرو، ماشین ، موتورسیکلت ، انجین، مکینه، نیروی محرکه"
17788,موثق ,"  امین، بااعتبار، درست، موتمن، محرم، مطمئن، معتبر، معتمد ، استوار، محکم ، ناموثق"
17789,موثوق ," مطمئن، معتمد، موثق"
17790,موجب ,"  سبب، علت ، طبق ، باعث، مسبب "
17791,موجب شدن ,"سبب شدن، انگیزه شدن، باعث شدن، محرک‌گردیدن، ایجاب کردن "
17792,موج‌خیز , آب‌کوهه
17793,موج ,"  خیزاب، کوهه‌آب، موجه، چین‌خوردگی سطح آب، تلاطم آب ، فرکانس رادیویی "
17794,موجد ,"صفت آفریدگار، پدیدآورنده، خالق، هستی‌بخش، آفریننده "
